teste;name;type;Str;Dex;Int;Faith;Luck;Physical;Magic;Fire;Lightning;Dark
;Chaos Wooden Shield;Shield;36;0;33;33;0;78;0;101.4;0;0
;Lightning Wooden Shield;Shield;30;0;0;49.5;0;74.1;0;0;101.4;0
;Deep Wooden Shield;Shield;0;0;0;0;0;128.7;0;0;0;128.7
;Dark Wooden Shield;Shield;36;0;33;33;0;78;0;0;0;101.4
;Poison Wooden Shield;Shield;42;0;0;0;0;120.9;0;0;0;0
;Blood Wooden Shield;Shield;42;0;0;0;0;120.9;0;0;0;0
;Raw Wooden Shield;Shield;0;0;0;0;0;195;0;0;0;0
;Blessed Wooden Shield;Shield;33;0;0;39;0;101.4;0;0;0;0
;Hollow Wooden Shield;Shield;42;0;0;0;9;148.2;0;0;0;0
;Kite Shield;Shield;42;0;0;0;0;160;0;0;0;0
;Heavy Kite Shield;Shield;63;0;0;0;0;148;0;0;0;0
;Sharp Kite Shield;Shield;33;0;0;0;0;148;0;0;0;0
;Refined Kite Shield;Shield;40;40;0;0;0;144;0;0;0;0
;Simple Kite Shield;Shield;39;0;42;0;0;80;92;0;0;0
;Crystal Kite Shield;Shield;30;0;49.5;0;0;76;104;0;0;0
;Fire Kite Shield;Shield;0;0;0;0;0;132;0;132;0;0
;Chaos Kite Shield;Shield;36;0;33;33;0;80;0;104;0;0
;Lightning Kite Shield;Shield;30;0;0;49.5;0;76;0;0;104;0
;Deep Kite Shield;Shield;0;0;0;0;0;132;0;0;0;132
;Dark Kite Shield;Shield;36;0;33;33;0;80;0;0;0;104
;Poison Kite Shield;Shield;42;0;0;0;0;124;0;0;0;0
;Blood Kite Shield;Shield;42;0;0;0;0;124;0;0;0;0
;Raw Kite Shield;Shield;0;0;0;0;0;200;0;0;0;0
;Blessed Kite Shield;Shield;33;0;0;39;0;104;0;0;0;0
;Hollow Kite Shield;Shield;42;0;0;0;9;152;0;0;0;0
;Ghru Rotshield;Small Shield;28;0;0;0;0;156;0;0;0;0
;Heavy Ghru Rotshield;Small Shield;42;0;0;0;0;144.3;0;0;0;0
;Sharp Ghru Rotshield;Small Shield;22;0;0;0;0;144.3;0;0;0;0
;Refined Ghru Rotshield;Small Shield;32;32;0;0;0;140.4;0;0;0;0
;Simple Ghru Rotshield;Small Shield;26;0;28;0;0;78;89.7;0;0;0
;Crystal Ghru Rotshield;Small Shield;20;0;33;0;0;74.1;101.4;0;0;0
;Fire Ghru Rotshield;Small Shield;0;0;0;0;0;128.7;0;128.7;0;0
;Chaos Ghru Rotshield;Small Shield;24;0;22;22;0;78;0;101.4;0;0
;Lightning Ghru Rotshield;Small Shield;20;0;0;33;0;74.1;0;0;101.4;0
;Deep Ghru Rotshield;Small Shield;0;0;0;0;0;128.7;0;0;0;128.7
;Dark Ghru Rotshield;Small Shield;24;0;22;22;0;78;0;0;0;101.4
;Poison Ghru Rotshield;Small Shield;28;0;0;0;0;120.9;0;0;0;0
;Blood Ghru Rotshield;Small Shield;28;0;0;0;0;120.9;0;0;0;0
;Raw Ghru Rotshield;Small Shield;0;0;0;0;0;195;0;0;0;0
;Blessed Ghru Rotshield;Small Shield;22;0;0;26;0;101.4;0;0;0;0
;Hollow Ghru Rotshield;Small Shield;28;0;0;0;6;148.2;0;0;0;0
;Havel's Greatshield;Greatshield;51.8;0;0;0;0;250;0;0;0;0
;Target Shield;Small Shield;28;0;0;0;0;138;0;0;0;0
;Heavy Target Shield;Small Shield;42;0;0;0;0;127.65;0;0;0;0
;Sharp Target Shield;Small Shield;22;0;0;0;0;127.65;0;0;0;0
;Refined Target Shield;Small Shield;32;32;0;0;0;124.2;0;0;0;0
;Simple Target Shield;Small Shield;26;0;28;0;0;69;79.35;0;0;0
;Crystal Target Shield;Small Shield;20;0;33;0;0;65.55;89.7;0;0;0
;Fire Target Shield;Small Shield;0;0;0;0;0;113.85;0;113.85;0;0
;Chaos Target Shield;Small Shield;24;0;22;22;0;69;0;89.7;0;0
;Lightning Target Shield;Small Shield;20;0;0;33;0;65.55;0;0;89.7;0
;Deep Target Shield;Small Shield;0;0;0;0;0;113.85;0;0;0;113.85
;Dark Target Shield;Small Shield;24;0;22;22;0;69;0;0;0;89.7
;Poison Target Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Blood Target Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Raw Target Shield;Small Shield;0;0;0;0;0;172.5;0;0;0;0
;Blessed Target Shield;Small Shield;22;0;0;26;0;89.7;0;0;0;0
;Hollow Target Shield;Small Shield;28;0;0;0;6;131.1;0;0;0;0
;Elkhorn Round Shield;Small Shield;28;0;0;0;0;138;0;0;0;0
;Heavy Elkhorn Round Shield;Small Shield;42;0;0;0;0;127.65;0;0;0;0
;Sharp Elkhorn Round Shield;Small Shield;22;0;0;0;0;127.65;0;0;0;0
;Refined Elkhorn Round Shield;Small Shield;32;32;0;0;0;124.2;0;0;0;0
;Simple Elkhorn Round Shield;Small Shield;26;0;28;0;0;69;79.35;0;0;0
;Crystal Elkhorn Round Shield;Small Shield;20;0;33;0;0;65.55;89.7;0;0;0
;Fire Elkhorn Round Shield;Small Shield;0;0;0;0;0;113.85;0;113.85;0;0
;Chaos Elkhorn Round Shield;Small Shield;24;0;22;22;0;69;0;89.7;0;0
;Lightning Elkhorn Round Shield;Small Shield;20;0;0;33;0;65.55;0;0;89.7;0
;Deep Elkhorn Round Shield;Small Shield;0;0;0;0;0;113.85;0;0;0;113.85
;Dark Elkhorn Round Shield;Small Shield;24;0;22;22;0;69;0;0;0;89.7
;Poison Elkhorn Round Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Blood Elkhorn Round Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Raw Elkhorn Round Shield;Small Shield;0;0;0;0;0;172.5;0;0;0;0
;Blessed Elkhorn Round Shield;Small Shield;22;0;0;26;0;89.7;0;0;0;0
;Hollow Elkhorn Round Shield;Small Shield;28;0;0;0;6;131.1;0;0;0;0
;Warrior's Round Shield;Small Shield;28;0;0;0;0;148;0;0;0;0
;Heavy Warrior's Round Shield;Small Shield;42;0;0;0;0;136.9;0;0;0;0
;Sharp Warrior's Round Shield;Small Shield;22;0;0;0;0;136.9;0;0;0;0
;Refined Warrior's Round Shield;Small Shield;32;32;0;0;0;133.2;0;0;0;0
;Simple Warrior's Round Shield;Small Shield;26;0;28;0;0;74;85.1;0;0;0
;Crystal Warrior's Round Shield;Small Shield;20;0;33;0;0;70.3;96.2;0;0;0
;Fire Warrior's Round Shield;Small Shield;0;0;0;0;0;122.1;0;122.1;0;0
;Chaos Warrior's Round Shield;Small Shield;24;0;22;22;0;74;0;96.2;0;0
;Lightning Warrior's Round Shield;Small Shield;20;0;0;33;0;70.3;0;0;96.2;0
;Deep Warrior's Round Shield;Small Shield;0;0;0;0;0;122.1;0;0;0;122.1
;Dark Warrior's Round Shield;Small Shield;24;0;22;22;0;74;0;0;0;96.2
;Poison Warrior's Round Shield;Small Shield;28;0;0;0;0;114.7;0;0;0;0
;Blood Warrior's Round Shield;Small Shield;28;0;0;0;0;114.7;0;0;0;0
;Raw Warrior's Round Shield;Small Shield;0;0;0;0;0;185;0;0;0;0
;Blessed Warrior's Round Shield;Small Shield;22;0;0;26;0;96.2;0;0;0;0
;Hollow Warrior's Round Shield;Small Shield;28;0;0;0;6;140.6;0;0;0;0
;Caduceus Round Shield;Small Shield;28;0;0;0;0;138;0;0;0;0
;Heavy Caduceus Round Shield;Small Shield;42;0;0;0;0;127.65;0;0;0;0
;Sharp Caduceus Round Shield;Small Shield;22;0;0;0;0;127.65;0;0;0;0
;Refined Caduceus Round Shield;Small Shield;32;32;0;0;0;124.2;0;0;0;0
;Simple Caduceus Round Shield;Small Shield;26;0;28;0;0;69;79.35;0;0;0
;Crystal Caduceus Round Shield;Small Shield;20;0;33;0;0;65.55;89.7;0;0;0
;Fire Caduceus Round Shield;Small Shield;0;0;0;0;0;113.85;0;113.85;0;0
;Chaos Caduceus Round Shield;Small Shield;24;0;22;22;0;69;0;89.7;0;0
;Lightning Caduceus Round Shield;Small Shield;20;0;0;33;0;65.55;0;0;89.7;0
;Deep Caduceus Round Shield;Small Shield;0;0;0;0;0;113.85;0;0;0;113.85
;Dark Caduceus Round Shield;Small Shield;24;0;22;22;0;69;0;0;0;89.7
;Poison Caduceus Round Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Blood Caduceus Round Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Raw Caduceus Round Shield;Small Shield;0;0;0;0;0;172.5;0;0;0;0
;Blessed Caduceus Round Shield;Small Shield;22;0;0;26;0;89.7;0;0;0;0
;Hollow Caduceus Round Shield;Small Shield;28;0;0;0;6;131.1;0;0;0;0
;Red and White Shield;Small Shield;28;0;0;0;0;138;0;0;0;0
;Heavy Red and White Shield;Small Shield;42;0;0;0;0;127.65;0;0;0;0
;Sharp Red and White Shield;Small Shield;22;0;0;0;0;127.65;0;0;0;0
;Refined Red and White Shield;Small Shield;32;32;0;0;0;124.2;0;0;0;0
;Simple Red and White Shield;Small Shield;26;0;28;0;0;69;79.35;0;0;0
;Crystal Red and White Shield;Small Shield;20;0;33;0;0;65.55;89.7;0;0;0
;Fire Red and White Shield;Small Shield;0;0;0;0;0;113.85;0;113.85;0;0
;Chaos Red and White Shield;Small Shield;24;0;22;22;0;69;0;89.7;0;0
;Lightning Red and White Shield;Small Shield;20;0;0;33;0;65.55;0;0;89.7;0
;Deep Red and White Shield;Small Shield;0;0;0;0;0;113.85;0;0;0;113.85
;Dark Red and White Shield;Small Shield;24;0;22;22;0;69;0;0;0;89.7
;Poison Red and White Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Blood Red and White Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Raw Red and White Shield;Small Shield;0;0;0;0;0;172.5;0;0;0;0
;Blessed Red and White Shield;Small Shield;22;0;0;26;0;89.7;0;0;0;0
;Hollow Red and White Shield;Small Shield;28;0;0;0;6;131.1;0;0;0;0
;Plank Shield;Small Shield;26.6;0;0;0;0;106;0;0;0;0
;Heavy Plank Shield;Small Shield;39.9;0;0;0;0;98.05;0;0;0;0
;Sharp Plank Shield;Small Shield;20.9;0;0;0;0;98.05;0;0;0;0
;Refined Plank Shield;Small Shield;30.4;30.4;0;0;0;95.4;0;0;0;0
;Simple Plank Shield;Small Shield;24.7;0;26.6;0;0;53;60.95;0;0;0
;Crystal Plank Shield;Small Shield;19;0;31.35;0;0;50.35;68.9;0;0;0
;Fire Plank Shield;Small Shield;0;0;0;0;0;87.45;0;87.45;0;0
;Chaos Plank Shield;Small Shield;22.8;0;20.9;20.9;0;53;0;68.9;0;0
;Lightning Plank Shield;Small Shield;19;0;0;31.35;0;50.35;0;0;68.9;0
;Deep Plank Shield;Small Shield;0;0;0;0;0;87.45;0;0;0;87.45
;Dark Plank Shield;Small Shield;22.8;0;20.9;20.9;0;53;0;0;0;68.9
;Poison Plank Shield;Small Shield;26.6;0;0;0;0;82.15;0;0;0;0
;Blood Plank Shield;Small Shield;26.6;0;0;0;0;82.15;0;0;0;0
;Raw Plank Shield;Small Shield;0;0;0;0;0;132.5;0;0;0;0
;Blessed Plank Shield;Small Shield;20.9;0;0;24.7;0;68.9;0;0;0;0
;Hollow Plank Shield;Small Shield;26.6;0;0;0;6;100.7;0;0;0;0
;Leather Shield;Small Shield;28;0;0;0;0;138;0;0;0;0
;Heavy Leather Shield;Small Shield;42;0;0;0;0;127.65;0;0;0;0
;Sharp Leather Shield;Small Shield;22;0;0;0;0;127.65;0;0;0;0
;Refined Leather Shield;Small Shield;32;32;0;0;0;124.2;0;0;0;0
;Simple Leather Shield;Small Shield;26;0;28;0;0;69;79.35;0;0;0
;Crystal Leather Shield;Small Shield;20;0;33;0;0;65.55;89.7;0;0;0
;Fire Leather Shield;Small Shield;0;0;0;0;0;113.85;0;113.85;0;0
;Chaos Leather Shield;Small Shield;24;0;22;22;0;69;0;89.7;0;0
;Lightning Leather Shield;Small Shield;20;0;0;33;0;65.55;0;0;89.7;0
;Deep Leather Shield;Small Shield;0;0;0;0;0;113.85;0;0;0;113.85
;Dark Leather Shield;Small Shield;24;0;22;22;0;69;0;0;0;89.7
;Poison Leather Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Blood Leather Shield;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Raw Leather Shield;Small Shield;0;0;0;0;0;172.5;0;0;0;0
;Blessed Leather Shield;Small Shield;22;0;0;26;0;89.7;0;0;0;0
;Hollow Leather Shield;Small Shield;28;0;0;0;6;131.1;0;0;0;0
;Crimson Parma;Small Shield;28;0;0;0;0;138;0;0;0;0
;Heavy Crimson Parma;Small Shield;42;0;0;0;0;127.65;0;0;0;0
;Sharp Crimson Parma;Small Shield;22;0;0;0;0;127.65;0;0;0;0
;Refined Crimson Parma;Small Shield;32;32;0;0;0;124.2;0;0;0;0
;Simple Crimson Parma;Small Shield;26;0;28;0;0;69;79.35;0;0;0
;Crystal Crimson Parma;Small Shield;20;0;33;0;0;65.55;89.7;0;0;0
;Fire Crimson Parma;Small Shield;0;0;0;0;0;113.85;0;113.85;0;0
;Chaos Crimson Parma;Small Shield;24;0;22;22;0;69;0;89.7;0;0
;Lightning Crimson Parma;Small Shield;20;0;0;33;0;65.55;0;0;89.7;0
;Deep Crimson Parma;Small Shield;0;0;0;0;0;113.85;0;0;0;113.85
;Dark Crimson Parma;Small Shield;24;0;22;22;0;69;0;0;0;89.7
;Poison Crimson Parma;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Blood Crimson Parma;Small Shield;28;0;0;0;0;106.95;0;0;0;0
;Raw Crimson Parma;Small Shield;0;0;0;0;0;172.5;0;0;0;0
;Blessed Crimson Parma;Small Shield;22;0;0;26;0;89.7;0;0;0;0
;Hollow Crimson Parma;Small Shield;28;0;0;0;6;131.1;0;0;0;0
;Eastern Iron Shield;Small Shield;29.4;0;0;0;0;162;0;0;0;0
;Heavy Eastern Iron Shield;Small Shield;44.1;0;0;0;0;149.85;0;0;0;0
;Sharp Eastern Iron Shield;Small Shield;23.1;0;0;0;0;149.85;0;0;0;0
;Refined Eastern Iron Shield;Small Shield;32;32;0;0;0;145.8;0;0;0;0
;Simple Eastern Iron Shield;Small Shield;27.3;0;29.4;0;0;76;87.4;0;0;0
;Crystal Eastern Iron Shield;Small Shield;21;0;34.65;0;0;72.2;98.8;0;0;0
;Fire Eastern Iron Shield;Small Shield;0;0;0;0;0;125.4;0;125.4;0;0
;Chaos Eastern Iron Shield;Small Shield;25.2;0;23.1;23.1;0;76;0;98.8;0;0
;Lightning Eastern Iron Shield;Small Shield;21;0;0;34.65;0;72.2;0;0;98.8;0
;Deep Eastern Iron Shield;Small Shield;0;0;0;0;0;125.4;0;0;0;125.4
;Dark Eastern Iron Shield;Small Shield;25.2;0;23.1;23.1;0;76;0;0;0;98.8
;Poison Eastern Iron Shield;Small Shield;29.4;0;0;0;0;125.55;0;0;0;0
;Blood Eastern Iron Shield;Small Shield;29.4;0;0;0;0;125.55;0;0;0;0
;Raw Eastern Iron Shield;Small Shield;0;0;0;0;0;202.5;0;0;0;0
;Blessed Eastern Iron Shield;Small Shield;23.1;0;0;27.3;0;98.8;0;0;0;0
;Hollow Eastern Iron Shield;Small Shield;29.4;0;0;0;7.5;153.9;0;0;0;0
;Llewellyn Shield;Small Shield;29.4;0;0;0;0;152;0;0;0;0
;Heavy Llewellyn Shield;Small Shield;44.1;0;0;0;0;140.6;0;0;0;0
;Sharp Llewellyn Shield;Small Shield;23.1;0;0;0;0;140.6;0;0;0;0
;Refined Llewellyn Shield;Small Shield;32;32;0;0;0;136.8;0;0;0;0
;Simple Llewellyn Shield;Small Shield;27.3;0;29.4;0;0;76;87.4;0;0;0
;Crystal Llewellyn Shield;Small Shield;21;0;34.65;0;0;72.2;98.8;0;0;0
;Fire Llewellyn Shield;Small Shield;0;0;0;0;0;125.4;0;125.4;0;0
;Chaos Llewellyn Shield;Small Shield;25.2;0;23.1;23.1;0;76;0;98.8;0;0
;Lightning Llewellyn Shield;Small Shield;21;0;0;34.65;0;72.2;0;0;98.8;0
;Deep Llewellyn Shield;Small Shield;0;0;0;0;0;125.4;0;0;0;125.4
;Dark Llewellyn Shield;Small Shield;25.2;0;23.1;23.1;0;76;0;0;0;98.8
;Poison Llewellyn Shield;Small Shield;29.4;0;0;0;0;117.8;0;0;0;0
;Blood Llewellyn Shield;Small Shield;29.4;0;0;0;0;117.8;0;0;0;0
;Raw Llewellyn Shield;Small Shield;0;0;0;0;0;190;0;0;0;0
;Blessed Llewellyn Shield;Small Shield;23.1;0;0;27.3;0;98.8;0;0;0;0
;Hollow Llewellyn Shield;Small Shield;29.4;0;0;0;7.5;144.4;0;0;0;0
;Golden Falcon Shield;Small Shield;29.4;0;0;0;0;148;0;0;0;0
;Heavy Golden Falcon Shield;Small Shield;44.1;0;0;0;0;136.9;0;0;0;0
;Sharp Golden Falcon Shield;Small Shield;23.1;0;0;0;0;136.9;0;0;0;0
;Refined Golden Falcon Shield;Small Shield;32;32;0;0;0;133.2;0;0;0;0
;Simple Golden Falcon Shield;Small Shield;27.3;0;29.4;0;0;74;85.1;0;0;0
;Crystal Golden Falcon Shield;Small Shield;21;0;34.65;0;0;70.3;96.2;0;0;0
;Fire Golden Falcon Shield;Small Shield;0;0;0;0;0;122.1;0;122.1;0;0
;Chaos Golden Falcon Shield;Small Shield;25.2;0;23.1;23.1;0;74;0;96.2;0;0
;Lightning Golden Falcon Shield;Small Shield;21;0;0;34.65;0;70.3;0;0;96.2;0
;Deep Golden Falcon Shield;Small Shield;0;0;0;0;0;122.1;0;0;0;122.1
;Dark Golden Falcon Shield;Small Shield;25.2;0;23.1;23.1;0;74;0;0;0;96.2
;Poison Golden Falcon Shield;Small Shield;29.4;0;0;0;0;114.7;0;0;0;0
;Blood Golden Falcon Shield;Small Shield;29.4;0;0;0;0;114.7;0;0;0;0
;Raw Golden Falcon Shield;Small Shield;0;0;0;0;0;185;0;0;0;0
;Blessed Golden Falcon Shield;Small Shield;23.1;0;0;27.3;0;96.2;0;0;0;0
;Hollow Golden Falcon Shield;Small Shield;29.4;0;0;0;7.5;140.6;0;0;0;0
;Sacred Bloom Shield;Small Shield;29.4;0;0;0;0;144;0;0;0;0
;Ancient Dragon Greatshield;Greatshield;49;0;0;0;0;152;0;0;0;0
;Lothric Knight Shield;Shield;42;0;0;0;0;166;0;0;0;0
;Heavy Lothric Knight Shield;Shield;63;0;0;0;0;153.55;0;0;0;0
;Sharp Lothric Knight Shield;Shield;33;0;0;0;0;153.55;0;0;0;0
;Refined Lothric Knight Shield;Shield;40;40;0;0;0;149.4;0;0;0;0
;Simple Lothric Knight Shield;Shield;39;0;42;0;0;83;95.45;0;0;0
;Crystal Lothric Knight Shield;Shield;30;0;49.5;0;0;78.85;107.9;0;0;0
;Fire Lothric Knight Shield;Shield;0;0;0;0;0;136.95;0;136.95;0;0
;Chaos Lothric Knight Shield;Shield;36;0;33;33;0;83;0;107.9;0;0
;Lightning Lothric Knight Shield;Shield;30;0;0;49.5;0;78.85;0;0;107.9;0
;Deep Lothric Knight Shield;Shield;0;0;0;0;0;136.95;0;0;0;136.95
;Dark Lothric Knight Shield;Shield;36;0;33;33;0;83;0;0;0;107.9
;Poison Lothric Knight Shield;Shield;42;0;0;0;0;128.65;0;0;0;0
;Blood Lothric Knight Shield;Shield;42;0;0;0;0;128.65;0;0;0;0
;Raw Lothric Knight Shield;Shield;0;0;0;0;0;207.5;0;0;0;0
;Blessed Lothric Knight Shield;Shield;33;0;0;39;0;107.9;0;0;0;0
;Hollow Lothric Knight Shield;Shield;42;0;0;0;9;157.7;0;0;0;0
;Knight Shield;Shield;40.6;0;0;0;0;158;0;0;0;0
;Heavy Knight Shield;Shield;60.9;0;0;0;0;146.15;0;0;0;0
;Sharp Knight Shield;Shield;31.9;0;0;0;0;146.15;0;0;0;0
;Refined Knight Shield;Shield;38.4;38.4;0;0;0;142.2;0;0;0;0
;Simple Knight Shield;Shield;37.7;0;40.6;0;0;79;90.85;0;0;0
;Crystal Knight Shield;Shield;29;0;47.85;0;0;75.05;102.7;0;0;0
;Fire Knight Shield;Shield;0;0;0;0;0;130.35;0;130.35;0;0
;Chaos Knight Shield;Shield;34.8;0;31.9;31.9;0;79;0;102.7;0;0
;Lightning Knight Shield;Shield;29;0;0;47.85;0;75.05;0;0;102.7;0
;Deep Knight Shield;Shield;0;0;0;0;0;130.35;0;0;0;130.35
;Dark Knight Shield;Shield;34.8;0;31.9;31.9;0;79;0;0;0;102.7
;Poison Knight Shield;Shield;40.6;0;0;0;0;122.45;0;0;0;0
;Blood Knight Shield;Shield;40.6;0;0;0;0;122.45;0;0;0;0
;Raw Knight Shield;Shield;0;0;0;0;0;197.5;0;0;0;0
;Blessed Knight Shield;Shield;31.9;0;0;37.7;0;102.7;0;0;0;0
;Hollow Knight Shield;Shield;40.6;0;0;0;9;150.1;0;0;0;0
;Pontiff Knight Shield;Shield;35;0;0;0;0;110;0;0;0;0
;Carthus Shield;Shield;42;0;0;0;0;112;0;0;0;0
;Heavy Carthus Shield;Shield;63;0;0;0;0;103.6;0;0;0;0
;Sharp Carthus Shield;Shield;33;0;0;0;0;103.6;0;0;0;0
;Refined Carthus Shield;Shield;40;40;0;0;0;100.8;0;0;0;0
;Simple Carthus Shield;Shield;39;0;42;0;0;56;64.4;0;0;0
;Crystal Carthus Shield;Shield;30;0;49.5;0;0;53.2;72.8;0;0;0
;Fire Carthus Shield;Shield;0;0;0;0;0;92.4;0;92.4;0;0
;Chaos Carthus Shield;Shield;36;0;33;33;0;56;0;72.8;0;0
;Lightning Carthus Shield;Shield;30;0;0;49.5;0;53.2;0;0;72.8;0
;Deep Carthus Shield;Shield;0;0;0;0;0;92.4;0;0;0;92.4
;Dark Carthus Shield;Shield;36;0;33;33;0;56;0;0;0;72.8
;Poison Carthus Shield;Shield;42;0;0;0;0;86.8;0;0;0;0
;Blood Carthus Shield;Shield;42;0;0;0;0;86.8;0;0;0;0
;Raw Carthus Shield;Shield;0;0;0;0;0;140;0;0;0;0
;Blessed Carthus Shield;Shield;33;0;0;39;0;72.8;0;0;0;0
;Hollow Carthus Shield;Shield;42;0;0;0;9;106.4;0;0;0;0
;Black Knight Shield;Shield;43.4;0;0;0;0;198;0;0;0;0
;Silver Knight Shield;Shield;43.4;0;0;0;0;172;0;0;0;0
;Spiked Shield;Shield;42;0;0;0;0;172;0;0;0;0
;Heavy Spiked Shield;Shield;63;0;0;0;0;159.1;0;0;0;0
;Sharp Spiked Shield;Shield;33;0;0;0;0;159.1;0;0;0;0
;Refined Spiked Shield;Shield;40;40;0;0;0;154.8;0;0;0;0
;Simple Spiked Shield;Shield;39;0;42;0;0;81;93.15;0;0;0
;Crystal Spiked Shield;Shield;30;0;49.5;0;0;76.95;105.3;0;0;0
;Fire Spiked Shield;Shield;0;0;0;0;0;133.65;0;133.65;0;0
;Chaos Spiked Shield;Shield;36;0;33;33;0;81;0;105.3;0;0
;Lightning Spiked Shield;Shield;30;0;0;49.5;0;76.95;0;0;105.3;0
;Deep Spiked Shield;Shield;0;0;0;0;0;133.65;0;0;0;133.65
;Dark Spiked Shield;Shield;36;0;33;33;0;81;0;0;0;105.3
;Poison Spiked Shield;Shield;42;0;0;0;0;133.3;0;0;0;0
;Blood Spiked Shield;Shield;42;0;0;0;0;133.3;0;0;0;0
;Raw Spiked Shield;Shield;0;0;0;0;0;215;0;0;0;0
;Blessed Spiked Shield;Shield;33;0;0;39;0;105.3;0;0;0;0
;Hollow Spiked Shield;Shield;42;0;0;0;9;163.4;0;0;0;0
;Pierce Shield;Shield;43.4;0;0;0;0;174;0;0;0;0
;Heavy Pierce Shield;Shield;65.1;0;0;0;0;160.95;0;0;0;0
;Sharp Pierce Shield;Shield;34.1;0;0;0;0;160.95;0;0;0;0
;Refined Pierce Shield;Shield;40;40;0;0;0;156.6;0;0;0;0
;Simple Pierce Shield;Shield;40.3;0;43.4;0;0;82;94.3;0;0;0
;Crystal Pierce Shield;Shield;31;0;51.15;0;0;77.9;106.6;0;0;0
;Fire Pierce Shield;Shield;0;0;0;0;0;135.3;0;135.3;0;0
;Chaos Pierce Shield;Shield;37.2;0;34.1;34.1;0;82;0;106.6;0;0
;Lightning Pierce Shield;Shield;31;0;0;51.15;0;77.9;0;0;106.6;0
;Deep Pierce Shield;Shield;0;0;0;0;0;135.3;0;0;0;135.3
;Dark Pierce Shield;Shield;37.2;0;34.1;34.1;0;82;0;0;0;106.6
;Poison Pierce Shield;Shield;43.4;0;0;0;0;134.85;0;0;0;0
;Blood Pierce Shield;Shield;43.4;0;0;0;0;134.85;0;0;0;0
;Raw Pierce Shield;Shield;0;0;0;0;0;217.5;0;0;0;0
;Blessed Pierce Shield;Shield;34.1;0;0;40.3;0;106.6;0;0;0;0
;Hollow Pierce Shield;Shield;43.4;0;0;0;10.5;165.3;0;0;0;0
;East-West Shield;Shield;40.6;0;0;0;0;152;0;0;0;0
;Heavy East-West Shield;Shield;60.9;0;0;0;0;140.6;0;0;0;0
;Sharp East-West Shield;Shield;31.9;0;0;0;0;140.6;0;0;0;0
;Refined East-West Shield;Shield;38.4;38.4;0;0;0;136.8;0;0;0;0
;Simple East-West Shield;Shield;37.7;0;40.6;0;0;76;87.4;0;0;0
;Crystal East-West Shield;Shield;29;0;47.85;0;0;72.2;98.8;0;0;0
;Fire East-West Shield;Shield;0;0;0;0;0;125.4;0;125.4;0;0
;Chaos East-West Shield;Shield;34.8;0;31.9;31.9;0;76;0;98.8;0;0
;Lightning East-West Shield;Shield;29;0;0;47.85;0;72.2;0;0;98.8;0
;Deep East-West Shield;Shield;0;0;0;0;0;125.4;0;0;0;125.4
;Dark East-West Shield;Shield;34.8;0;31.9;31.9;0;76;0;0;0;98.8
;Poison East-West Shield;Shield;40.6;0;0;0;0;117.8;0;0;0;0
;Blood East-West Shield;Shield;40.6;0;0;0;0;117.8;0;0;0;0
;Raw East-West Shield;Shield;0;0;0;0;0;190;0;0;0;0
;Blessed East-West Shield;Shield;31.9;0;0;37.7;0;98.8;0;0;0;0
;Hollow East-West Shield;Shield;40.6;0;0;0;9;144.4;0;0;0;0
;Sunlight Shield;Shield;42;0;0;0;0;164;0;0;0;0
;Heavy Sunlight Shield;Shield;63;0;0;0;0;151.7;0;0;0;0
;Sharp Sunlight Shield;Shield;33;0;0;0;0;151.7;0;0;0;0
;Refined Sunlight Shield;Shield;40;40;0;0;0;147.6;0;0;0;0
;Simple Sunlight Shield;Shield;39;0;42;0;0;82;94.3;0;0;0
;Crystal Sunlight Shield;Shield;30;0;49.5;0;0;77.9;106.6;0;0;0
;Fire Sunlight Shield;Shield;0;0;0;0;0;135.3;0;135.3;0;0
;Chaos Sunlight Shield;Shield;36;0;33;33;0;82;0;106.6;0;0
;Lightning Sunlight Shield;Shield;30;0;0;49.5;0;77.9;0;0;106.6;0
;Deep Sunlight Shield;Shield;0;0;0;0;0;135.3;0;0;0;135.3
;Dark Sunlight Shield;Shield;36;0;33;33;0;82;0;0;0;106.6
;Poison Sunlight Shield;Shield;42;0;0;0;0;127.1;0;0;0;0
;Blood Sunlight Shield;Shield;42;0;0;0;0;127.1;0;0;0;0
;Raw Sunlight Shield;Shield;0;0;0;0;0;205;0;0;0;0
;Blessed Sunlight Shield;Shield;33;0;0;39;0;106.6;0;0;0;0
;Hollow Sunlight Shield;Shield;42;0;0;0;9;155.8;0;0;0;0
;Crest Shield;Shield;43.4;0;0;0;0;166;0;0;0;0
;Dragon Crest Shield;Shield;43.4;0;0;0;0;166;0;0;0;0
;Spider Shield;Shield;42;0;0;0;0;176;0;0;0;0
